"ÿ??
ÿÿÿÿÿÿÿÿ?",ÿÿÿ??ÿÿ?,ÿÿÿÿÿÿÿÿÿ,ÿÿÿ??ÿ,"ÿ??
ÿÿ?ÿÿÿ?
ÿ??ÿÿ?ÿÿ",ÿÿÿÿÿÿ,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿ,ÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿÿÿ,"ÿÿ?ÿÿÿÿ?ÿÿ?/
ÿÿÿÿÿ?",ÿÿÿ?ÿÿÿ/ÿ?ÿÿÿÿ,2 ÿ?ÿ?ÿÿÿ,3 ÿ?ÿ?ÿÿÿ,4-9 ÿ?ÿ?ÿÿÿ,10 ÿ?ÿ?ÿÿÿ/ÿÿÿ?ÿÿÿ,ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿ?,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ? ÿÿÿÿÿÿÿÿÿ,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿ???,ÿÿ??ÿÿÿ?ÿ,ÿ?ÿ??ÿÿÿ?ÿÿ,ÿÿ?ÿÿÿÿÿ?ÿ,ÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿ??ÿÿ,ÿ??ÿ,ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ??ÿ?,ÿ?ÿ?ÿ,ÿ?ÿ?ÿ,ÿ?ÿÿ?,ÿÿÿ?ÿ,ÿÿ??ÿ?,ÿ?ÿ?ÿ,latitude,longitude
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,2,ÿÿÿÿ?,80110102,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,8.303431,99.365627
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,4,ÿ?ÿÿÿ,80110104,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.333380,99.333826
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,5,ÿÿ?,80110105,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,8.297969,99.324570
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,6,ÿ?ÿÿÿ?,80110106,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,8.289665,99.362339
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,7,ÿ?ÿ?ÿ?,80110107,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,8.306946,99.315854
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,9,ÿÿ?ÿÿÿÿ?ÿÿÿ (ÿÿÿÿÿ?ÿ?ÿÿ 1),80110109,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,8.278593,99.352025
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,10,ÿ?ÿ?ÿÿ,80110110,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.267469,99.349179
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,11,ÿ?ÿÿ?,80110111,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,8.306608,99.353362
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,12,ÿÿÿ?ÿ?,80110112,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.326465,99.342523
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?ÿ,ÿÿÿÿÿÿ,1,ÿÿ??,80110301,,,,/,,,/,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.377600,99.453434
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?ÿ,ÿÿÿÿÿÿ,2,??ÿ?ÿ,80110302,,,,/,,,/,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.370518,99.436061
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?ÿ,ÿÿÿÿÿÿ,6,ÿ?ÿÿ?,80110306,,,,/,,,/,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.366463,99.472719
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿÿÿÿ?ÿ,ÿÿÿÿÿÿ,8,ÿ?ÿÿÿÿ,80110308,,,,/,,,/,,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.405219,99.448948
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,5,ÿÿ?ÿ?,80110605,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,8.358438,99.290306
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,7,ÿ??,80110607,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,8.415670,99.254422
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿ?ÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,6,??,80210106,,/,,/,,/,,,,,,/,ÿÿÿÿ?,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,8.715606,99.765712
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿÿÿÿ?,ÿÿÿÿÿÿ,5,ÿÿÿÿ?,80100305,,,,/,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,,,,,8.269100,99.547689
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿÿÿÿ?,ÿÿÿÿÿÿ,8,ÿÿÿÿÿ,80100308,,,,/,/,,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,,,,,8.290602,99.557887
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿÿÿ?,ÿÿÿÿÿÿ,1,??ÿÿ,80100201,,/,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.300840,99.494002
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿÿÿ?,ÿÿÿÿÿÿ,2,??ÿÿÿ,80100202,,,,/,,/,,,,,,/,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,8.304524,99.513990
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿÿÿ?,ÿÿÿÿÿÿ,3,ÿÿÿÿ?,80100203,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,8.343378,99.494549
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿÿÿ?,ÿÿÿÿÿÿ,4,ÿÿÿÿ?,80100204,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,8.346945,99.495407
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿ??,ÿÿÿÿÿÿ,3,ÿ??ÿÿ?,80100103,,,,/,,,/,,,,,/,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,8.254157,99.579049
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿ??,ÿÿÿÿÿÿ,7,ÿÿ?ÿÿ,80100107,,/,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,8.245804,99.547022
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿ??,ÿÿÿÿÿÿ,8,ÿÿÿÿÿÿ?ÿÿÿ,80100108,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,8.242127,99.528109
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿ??,ÿÿÿÿÿÿ,10,??ÿÿÿ,80100110,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,8.213744,99.627973
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ??,ÿ??,ÿÿÿÿÿÿ,13,ÿÿ?ÿÿÿ,80100113,,,,/,,/,,,,,,/,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,8.222558,99.611794
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿÿ?ÿ?ÿ,ÿÿÿÿÿÿ,5,ÿ?ÿÿÿÿÿ?,80170405,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,7.951515,99.522572
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿÿ?ÿ?ÿ,ÿÿÿÿÿÿ,9,ÿÿÿÿÿ?ÿÿÿÿÿ,80170409,,/,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,7.966793,99.519576
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿÿ?ÿ?ÿ,ÿÿÿÿÿÿ,13,ÿ?ÿÿÿ,80170413,,/,/,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.909737,99.527817
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿÿ?ÿ?ÿÿ,ÿÿÿÿÿÿ,2,ÿÿ?ÿÿÿÿÿ,80170202,,,,/,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,8.029184,99.515833
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,2,ÿ?ÿÿ,80170302,,,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.927499,99.549344
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,3,ÿ?ÿ?,80170303,,/,/,/,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.973224,99.589693
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,4,ÿÿÿ?ÿ?,80170304,,,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.996911,99.579471
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,5,ÿ?ÿÿ?,80170305,,/,/,/,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.952954,99.577456
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,9,ÿÿÿÿ?ÿÿ?,80170309,,/,/,/,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,8.066928,99.548734
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,10,ÿÿÿÿ,80170310,,,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.936568,99.538215
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿ?,ÿ?ÿ?,ÿÿÿÿÿÿ,11,ÿÿÿÿ?,80170311,,/,/,/,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.948170,99.565766
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿ?,80120401,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.319070,100.054884
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿ?ÿÿÿ,80120402,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.290163,100.047130
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿÿ??,80120403,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.266503,100.040245
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿ?ÿ?ÿÿÿÿ,80120406,,/,/,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.299020,100.048513
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿÿÿÿÿ,ÿÿÿÿÿÿ,7,ÿÿÿÿÿÿ?,80120407,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.241165,100.027401
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿÿÿ,80121203,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,8.316392,100.229917
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,4,ÿ?ÿÿÿ,80121204,,/,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,,8.312502,100.211065
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿ?ÿÿ?ÿÿ?ÿÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿ?,80121001,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.355734,100.169101
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿ?ÿÿ?ÿÿ?ÿÿ?ÿÿ,ÿÿÿÿÿÿ,2,ÿ?ÿ?,80121002,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.363880,100.141442
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿ?ÿÿ?ÿÿ?ÿÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿÿ?ÿ?ÿÿ,80121003,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.340677,100.171368
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿ?ÿÿ?,ÿ?ÿÿ?ÿÿ?ÿÿ?ÿÿ,ÿÿÿÿÿÿ,4,ÿ?,80121004,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.362075,100.181050
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿ??ÿÿ,ÿÿÿÿÿÿ,2,ÿ?ÿÿ,80020402,,/,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.591671,99.805688
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,1,ÿ??,80020501,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.511762,99.892456
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,3,ÿÿ?ÿ?ÿÿ,80020503,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.499645,99.871410
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,4,ÿ?ÿÿ?,80020504,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.504774,99.860010
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,5,ÿÿ?ÿÿ,80020505,,/,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.516780,99.900558
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,6,ÿÿ?,80020506,,/,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.528848,99.913528
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,7,ÿÿ?ÿÿÿ,80020507,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.531642,99.904825
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,8,ÿÿ?ÿÿÿ,80020508,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.533268,99.899376
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,8,ÿ??,80020108,,,,/,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,8.515513,99.831774
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿ?,80200301,,/,,/,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,8.300582,99.916835
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,ÿÿÿÿÿ?ÿÿÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿÿÿÿÿÿ,80200302,,/,,/,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,8.295918,99.912146
